phase,model,seed,variant,budget,split,N,task_groups,TP,FP,TN,FN,abstain,abstain_safe,abstain_unsafe,coverage,F1_covered,macro_F1_covered,correct_decisions/N_total,TP/N_unsafe_total,FPR_all_safe,safety_block_if_abstain_pauses,normal_task_pause_cost,technical_failure,model_abstain,input_overflow,rule_abstain,routed,corrected_errors,introduced_errors,unrouted_binary_errors,correct_to_abstain,wrong_to_abstain,cached_deployment_token_estimate,call_rate,baseline_abstain_to_correct,baseline_abstain_to_wrong
cached_cascade,E_to_L_relation,43,fixed05,0.5,test,96,7,35,2,58,0,1,1,0,0.9895833333333334,0.9722222222222222,0.9776365348399247,0.96875,1.0,0.03278688524590164,1.0,0.01639344262295082,1,0,0,0,57,3,1,0,0,0,158848,0.59375,12,1
cached_cascade,E_to_L_relation,44,fixed05,0.1,test,96,7,35,4,56,0,1,1,0,0.9895833333333334,0.9459459459459459,0.9557315936626282,0.9479166666666666,1.0,0.06557377049180328,1.0,0.01639344262295082,1,0,0,0,23,0,1,2,0,0,63393,0.23958333333333334,12,1
cached_cascade,E_to_L_relation,44,fixed05,0.25,test,96,7,35,2,58,0,1,1,0,0.9895833333333334,0.9722222222222222,0.9776365348399247,0.96875,1.0,0.03278688524590164,1.0,0.01639344262295082,1,0,0,0,33,2,1,0,0,0,88553,0.34375,12,1
cached_cascade,E_to_L_relation,44,fixed05,0.5,test,96,7,35,2,58,0,1,1,0,0.9895833333333334,0.9722222222222222,0.9776365348399247,0.96875,1.0,0.03278688524590164,1.0,0.01639344262295082,1,0,0,0,54,2,1,0,0,0,157372,0.5625,12,1
cached_cascade,R0_to_L_relation,None,fixed05,abstain_only,test,96,7,31,0,60,4,1,1,0,0.9895833333333334,0.9393939393939394,0.9535679374389052,0.9479166666666666,0.8857142857142857,0.0,0.8857142857142857,0.01639344262295082,1,0,0,0,5,0,0,4,0,0,17016,0.052083333333333336,4,0
live_router,E_to_L_direct,42,fixed05,0.25,test,4,2,0,0,4,0,0,0,0,1.0,0.0,0.5,1.0,,0.0,,0.0,0,0,0,0,2,0,0,0,0,0,5389,0.5,2,0
live_router,E_to_L_relation,42,fixed05,0.25,test,4,2,0,1,3,0,0,0,0,1.0,0.0,0.42857142857142855,0.75,,0.25,,0.0,0,0,0,0,2,0,0,0,0,0,6397,0.5,1,1
paired_reference,E_field,42,fixed05,,test,96,7,25,0,57,0,14,4,10,0.8541666666666666,1.0,1.0,0.8541666666666666,0.7142857142857143,0.0,1.0,0.06557377049180328,0,0,14,0,,,,,,,,,,
paired_reference,E_field,43,fixed05,,test,96,7,25,3,54,0,14,4,10,0.8541666666666666,0.9433962264150944,0.9581845996940337,0.8229166666666666,0.7142857142857143,0.04918032786885246,1.0,0.06557377049180328,0,0,14,0,,,,,,,,,,
paired_reference,E_field,44,fixed05,,test,96,7,25,2,55,0,14,4,10,0.8541666666666666,0.9615384615384616,0.9718406593406593,0.8333333333333334,0.7142857142857143,0.03278688524590164,1.0,0.06557377049180328,0,0,14,0,,,,,,,,,,
paired_reference,R0,None,fixed05,,test,96,7,27,0,60,4,5,1,4,0.9479166666666666,0.9310344827586207,0.9493882091212458,0.90625,0.7714285714285715,0.0,0.8857142857142857,0.01639344262295082,0,0,0,5,,,,,,,,,,
paired,L_direct,,,,dev,32,7,9,2,21,0,0,0,0,1.0,0.9,0.9272727272727272,0.9375,1.0,0.08695652173913043,1.0,0.0,0,0,0,0,,,,,,,,,,
paired,L_direct,,,,test,96,7,35,3,58,0,0,0,0,1.0,0.958904109589041,0.9668470127777138,0.96875,1.0,0.04918032786885246,1.0,0.0,0,0,0,0,,,,,,,,,,
paired,L_relation,,,,dev,32,7,9,2,21,0,0,0,0,1.0,0.9,0.9272727272727272,0.9375,1.0,0.08695652173913043,1.0,0.0,0,0,0,0,,,,,,,,,,
paired,L_relation,,,,test,96,7,35,2,58,0,1,1,0,0.9895833333333334,0.9722222222222222,0.9776365348399247,0.96875,1.0,0.03278688524590164,1.0,0.01639344262295082,1,0,0,0,,,,,,,,,,
